"x","y","slope","segmentLength","ynorm","set","correct","sd","sd2"
1,0.0715249063679948,0.715249063679948,1,0.4543384663925,1,5,1.22946379495089,1.22946379495089
1.09547738693467,0.14304981273599,0.715249063679948,1,0.485943009184818,1,5,1.22946379495089,1.22946379495089
1.19095477386935,0.214574719103985,0.715249063679948,1,0.517547551977137,1,5,1.22946379495089,1.22946379495089
1.28643216080402,0.286099625471979,0.715249063679948,1,0.549152094769455,1,5,1.22946379495089,1.22946379495089
1.38190954773869,0.357624531839974,0.715249063679948,1,0.580756637561774,1,5,1.22946379495089,1.22946379495089
1.47738693467337,0.429149438207969,0.715249063679948,1,0.612361180354093,1,5,1.22946379495089,1.22946379495089
1.57286432160804,0.500674344575964,0.715249063679948,1,0.643965723146411,1,5,1.22946379495089,1.22946379495089
1.66834170854271,0.572199250943959,0.715249063679948,1,0.67557026593873,1,5,1.22946379495089,1.22946379495089
1.76381909547739,0.643724157311954,0.715249063679948,1,0.707174808731049,1,5,1.22946379495089,1.22946379495089
1.85929648241206,0.715249063679948,0.715249063679948,1,0.738779351523367,1,5,1.22946379495089,1.22946379495089
1.95477386934673,0.786773970047943,0.715249063679948,1,0.770383894315686,1,5,1.22946379495089,1.22968458257979
2.05025125628141,0.858298876415938,0.715249063679948,1,0.801988437108004,1,5,1.22946379495089,1.23027260764445
2.14572864321608,0.929823782783933,0.715249063679948,1,0.833592979900323,1,5,1.22946379495089,1.23111636341183
2.24120603015075,1.00134868915193,0.715249063679948,1,0.865197522692642,1,5,1.22946379495089,1.23430159457414
2.33668341708543,1.07287359551992,0.715249063679948,1,0.89680206548496,1,5,1.22946379495089,1.2407365223049
2.4321608040201,1.14439850188792,0.715249063679948,1,0.928406608277279,1,5,1.22946379495089,1.24854335459298
2.52763819095477,1.21592340825591,0.715249063679948,1,0.960011151069598,1,5,1.22946379495089,1.25734739508899
2.62311557788945,1.28744831462391,0.715249063679948,1,0.991615693861916,1,5,1.22946379495089,1.26823825744607
2.71859296482412,1.3589732209919,0.715249063679948,1,1.02322023665423,1,5,1.22946379495089,1.28153461465689
2.81407035175879,1.4304981273599,0.715249063679948,1,1.05482477944655,1,5,1.22946379495089,1.29420423134112
2.90954773869347,1.33686175714247,-0.936363702174276,2,1.01344989593076,1,5,1.36995510245756,1.30521466606734
3.00502512562814,1.24322538692504,-0.936363702174276,2,0.972075012414959,1,5,1.36995510245756,1.31788428275157
3.10050251256281,1.14958901670761,-0.936363702174276,2,0.930700128899162,1,5,1.36995510245756,1.33118063996238
3.19597989949749,1.05595264649019,-0.936363702174276,2,0.889325245383365,1,5,1.36995510245756,1.34207150231946
3.29145728643216,0.962316276272759,-0.936363702174276,2,0.847950361867568,1,5,1.36995510245756,1.35087554281547
3.38693467336683,0.868679906055331,-0.936363702174276,2,0.806575478351771,1,5,1.36995510245756,1.35821577065714
3.48241206030151,0.775043535837904,-0.936363702174276,2,0.765200594835974,1,5,1.36995510245756,1.36415245707773
3.57788944723618,0.681407165620476,-0.936363702174276,2,0.723825711320177,1,5,1.36995510245756,1.36816016810973
3.67336683417085,0.587770795403048,-0.936363702174276,2,0.68245082780438,1,5,1.36995510245756,1.36971346978562
3.76884422110553,0.494134425185621,-0.936363702174276,2,0.641075944288583,1,5,1.36995510245756,1.36984320522295
3.8643216080402,0.400498054968193,-0.936363702174276,2,0.599701060772786,1,5,1.36995510245756,1.36992600191492
3.95979899497487,0.306861684750766,-0.936363702174276,2,0.558326177256988,1,5,1.36995510245756,1.36995510245757
4.05527638190955,0.213225314533338,-0.936363702174276,2,0.516951293741191,1,5,1.36995510245756,1.36995510245757
4.15075376884422,0.11958894431591,-0.936363702174276,2,0.475576410225394,1,5,1.36995510245756,1.36995510245757
4.24623115577889,0.0259525740984827,-0.936363702174276,2,0.434201526709597,1,5,1.36995510245756,1.36995510245756
4.34170854271357,-0.0676837961189449,-0.936363702174276,2,0.3928266431938,1,5,1.36995510245756,1.36995510245757
4.43718592964824,-0.161320166336373,-0.936363702174276,2,0.351451759678003,1,5,1.36995510245756,1.36995510245757
4.53266331658291,-0.2549565365538,-0.936363702174276,2,0.310076876162206,1,5,1.36995510245756,1.36995510245757
4.62814070351759,-0.348592906771228,-0.936363702174276,2,0.268701992646409,1,5,1.36995510245756,1.36995510245757
4.72361809045226,-0.442229276988655,-0.936363702174276,2,0.227327109130612,1,5,1.36995510245756,1.36995510245757
4.81909547738693,-0.535865647206083,-0.936363702174276,2,0.185952225614815,1,5,1.36995510245756,1.36995510245757
4.91457286432161,-0.629502017423511,-0.936363702174276,2,0.144577342099018,1,5,1.36995510245756,1.36995510245757
5.01005025125628,-0.723138387640938,-0.936363702174276,2,0.10320245858322,1,5,1.36995510245756,1.36995510245757
5.10552763819095,-0.816774757858366,-0.936363702174276,2,0.0618275750674234,1,5,1.36995510245756,1.36995510245757
5.20100502512563,-0.910411128075793,-0.936363702174276,2,0.0204526915516263,1,5,1.36995510245756,1.36995510245757
5.2964824120603,-1.00404749829322,-0.936363702174276,2,-0.0209221919641708,1,5,1.36995510245756,1.36995510245757
